filename	label	sex	speaker	domain	fold
MSP-IMPROV-S06H-M04-P-FM02	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06H-M04-P-FM03	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06H-M04-P-MF01	S	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06H-M04-P-MF02	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06H-M04-S-FM01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06H-M04-S-FM02	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06H-M04-S-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06H-M04-T-MF01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06N-F04-P-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S06N-F04-P-MF01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S06N-F04-S-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S06N-F04-S-MF01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S06N-F04-S-MF02	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S06N-F04-T-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S06N-M04-P-MF01	S	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06N-M04-P-MF02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06N-M04-S-FM01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06N-M04-S-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06N-M04-S-MF02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06N-M04-T-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06S-F04-P-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S06S-F04-S-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S06S-F04-S-FM02	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S06S-F04-S-MF01	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S06S-F04-S-MF02	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S06S-F04-T-FM01	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S06S-M04-P-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06S-M04-P-FM02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06S-M04-P-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06S-M04-S-FM01	S	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06S-M04-S-FM02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06S-M04-S-FM03	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06S-M04-S-FM04	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06S-M04-S-FM05	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06S-M04-S-MF02	S	M	04M	MSP-IMPROV	4
MSP-IMPROV-S06S-M04-T-MF01	S	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07A-F04-S-FM01	A	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07A-F04-S-MF01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07A-F04-T-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07A-M04-S-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07A-M04-S-MF01	A	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07A-M04-T-MF01	A	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07H-F04-S-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07H-F04-S-FM02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07H-F04-S-MF01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07H-F04-S-MF02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07H-F04-T-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07H-M04-S-FM01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07H-M04-S-MF01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07H-M04-S-MF02	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07H-M04-T-MF01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07N-F04-P-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07N-F04-S-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07N-F04-S-FM02	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07N-F04-S-FM03	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07N-F04-S-MF01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07N-F04-T-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07N-M04-P-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07N-M04-P-MF01	S	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07N-M04-S-FM01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07N-M04-S-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07N-M04-T-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07S-F04-P-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07S-F04-P-FM02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07S-F04-P-FM03	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07S-F04-S-FM01	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07S-F04-S-FM02	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07S-F04-S-FM03	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07S-F04-T-FM01	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S07S-M04-P-FM01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07S-M04-P-FM02	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07S-M04-P-FM03	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07S-M04-P-FM04	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07S-M04-P-FM05	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07S-M04-S-FM01	S	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07S-M04-S-MF01	S	M	04M	MSP-IMPROV	4
MSP-IMPROV-S07S-M04-T-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM03	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM04	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM05	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM06	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM07	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM08	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM09	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM10	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM11	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM12	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM13	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM14	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM15	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM16	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM17	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM18	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM19	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM20	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM21	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM22	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM23	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM24	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM25	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM26	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM27	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM28	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM30	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM31	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-FM32	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-MF01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-MF02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-MF03	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-P-MF04	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM01	A	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM02	A	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM03	A	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM04	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM05	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM06	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM07	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM08	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM10	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM11	A	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM12	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM13	A	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM14	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-FM16	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-F04-S-MF01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM02	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM03	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM05	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM06	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM07	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM08	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM09	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM10	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM11	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM13	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM14	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM15	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM16	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM17	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM18	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM19	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM20	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM21	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM22	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM23	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM24	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-FM25	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-MF01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-MF02	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-P-MF03	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM03	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM04	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM05	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM06	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM07	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM08	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM09	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM10	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM11	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM12	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM13	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM14	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM15	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-FM16	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-S-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08A-M04-T-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08H-F04-P-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08H-F04-P-FM02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08H-F04-P-FM03	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08H-F04-S-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08H-F04-S-MF02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08H-F04-T-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08H-M04-P-FM01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08H-M04-P-FM02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08H-M04-P-MF01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08H-M04-P-MF02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08H-M04-S-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08H-M04-S-FM02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08H-M04-S-MF01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08H-M04-S-MF02	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08H-M04-S-MF03	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08H-M04-T-MF01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08N-F04-P-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08N-F04-P-FM02	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08N-F04-P-MF01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08N-F04-S-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08N-F04-S-FM02	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08N-F04-S-FM03	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08N-F04-S-MF01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08N-F04-S-MF02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08N-F04-S-MF03	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08N-F04-S-MF04	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08N-F04-T-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08N-M04-P-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08N-M04-P-FM02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08N-M04-P-MF01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08N-M04-P-MF02	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08N-M04-P-MF03	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08N-M04-S-MF01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08N-M04-S-MF02	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08N-M04-S-MF03	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08N-M04-T-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-F04-P-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08S-F04-P-FM02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08S-F04-P-FM03	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08S-F04-P-FM04	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08S-F04-P-MF01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08S-F04-S-FM01	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08S-F04-S-FM02	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08S-F04-S-MF01	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08S-F04-S-MF03	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08S-F04-T-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-P-FM01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-P-FM02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-P-FM03	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-P-FM04	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-P-FM05	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-P-FM06	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-P-MF01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-P-MF02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-P-MF03	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-P-MF04	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-P-MF05	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-P-MF06	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-S-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-S-FM02	S	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-S-MF01	A	M	04M	MSP-IMPROV	4
MSP-IMPROV-S08S-M04-T-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09A-F04-P-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09A-F04-P-FM02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09A-F04-P-FM03	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09A-F04-P-FM04	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09A-F04-P-FM05	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09A-F04-S-FM01	A	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09A-F04-S-FM02	A	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09A-F04-S-FM03	A	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09A-F04-S-FM04	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09A-F04-S-FM06	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09A-F04-S-MF01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09A-F04-T-FM01	A	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09A-M04-P-FM01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09A-M04-P-FM02	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09A-M04-P-FM03	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09A-M04-P-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09A-M04-S-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09A-M04-S-FM03	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09A-M04-S-MF01	A	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09A-M04-T-MF01	A	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-P-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-P-FM02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-P-FM03	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-P-MF01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-P-MF02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-S-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-S-FM02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-S-FM03	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-S-FM04	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-S-FM05	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-S-MF01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-S-MF02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-S-MF03	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-F04-T-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-P-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-P-FM02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-P-FM03	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-P-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-P-MF02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-P-MF03	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-P-MF04	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-P-MF05	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-S-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-S-FM02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-S-FM03	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-S-MF01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-S-MF02	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-S-MF03	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09H-M04-T-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09N-F04-S-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09N-F04-S-FM02	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09N-F04-S-MF01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09N-F04-S-MF02	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09N-F04-T-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09N-M04-P-FM02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09N-M04-P-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09N-M04-S-FM01	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09N-M04-S-FM02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09N-M04-S-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09N-M04-T-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09S-F04-P-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09S-F04-P-FM02	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09S-F04-P-FM03	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09S-F04-P-FM04	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09S-F04-P-FM05	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09S-F04-P-FM06	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09S-F04-P-MF01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09S-F04-S-FM01	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09S-F04-S-FM02	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09S-F04-S-MF01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09S-F04-T-FM01	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S09S-M04-P-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09S-M04-P-MF02	H	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09S-M04-S-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09S-M04-S-MF01	S	M	04M	MSP-IMPROV	4
MSP-IMPROV-S09S-M04-T-MF01	S	M	04M	MSP-IMPROV	4
MSP-IMPROV-S10A-F04-P-FM01	S	F	04F	MSP-IMPROV	4
MSP-IMPROV-S10A-F04-P-FM02	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S10A-F04-P-FM03	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S10A-F04-P-MF01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S10A-F04-S-FM01	N	F	04F	MSP-IMPROV	4
MSP-IMPROV-S10A-F04-T-FM01	A	F	04F	MSP-IMPROV	4
MSP-IMPROV-S10A-M04-P-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S10A-M04-P-FM02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S10A-M04-P-FM03	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S10A-M04-P-FM04	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S10A-M04-P-MF02	S	M	04M	MSP-IMPROV	4
MSP-IMPROV-S10A-M04-S-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S10A-M04-S-MF01	A	M	04M	MSP-IMPROV	4
MSP-IMPROV-S10A-M04-T-MF01	A	M	04M	MSP-IMPROV	4
MSP-IMPROV-S10H-F04-P-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S10H-F04-S-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S10H-F04-S-FM02	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S10H-F04-S-MF01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S10H-F04-T-FM01	H	F	04F	MSP-IMPROV	4
MSP-IMPROV-S10H-M04-P-FM01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S10H-M04-P-MF01	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S10H-M04-P-MF02	N	M	04M	MSP-IMPROV	4
MSP-IMPROV-S10H-M04-S-MF01	H	M	04M	MSP-IMPROV	4
