filename	label	sex	speaker	duration	condition	fold
Ses03F_script02_2_F050	H	F	Ses03F	4.7	script	3
Ses03F_script02_2_F051	S	F	Ses03F	3.0	script	3
Ses03F_script02_2_M001	N	M	Ses03M	3.2	script	3
Ses03F_script02_2_M005	N	M	Ses03M	7.8	script	3
Ses03F_script02_2_M008	N	M	Ses03M	3.3	script	3
Ses03F_script02_2_M016	N	M	Ses03M	3.7	script	3
Ses03F_script02_2_M026	A	M	Ses03M	6.0	script	3
Ses03F_script02_2_M038	H	M	Ses03M	5.2	script	3
Ses03F_script02_2_M039	H	M	Ses03M	7.2	script	3
Ses03F_script02_2_M040	H	M	Ses03M	3.4	script	3
Ses03F_script02_2_M041	H	M	Ses03M	3.7	script	3
Ses03F_script02_2_M042	N	M	Ses03M	4.7	script	3
Ses03F_script02_2_M043	N	M	Ses03M	3.1	script	3
Ses03F_script02_2_M044	H	M	Ses03M	3.0	script	3
Ses03F_script02_2_M045	H	M	Ses03M	1.9	script	3
Ses03M_impro01_F000	N	F	Ses03F	3.3	impro	3
Ses03M_impro01_F003	N	F	Ses03F	3.9	impro	3
Ses03M_impro01_F022	A	F	Ses03F	4.7	impro	3
Ses03M_impro01_F025	A	F	Ses03F	6.7	impro	3
Ses03M_impro01_M004	A	M	Ses03M	3.3	impro	3
Ses03M_impro01_M011	A	M	Ses03M	3.8	impro	3
Ses03M_impro01_M012	A	M	Ses03M	5.6	impro	3
Ses03M_impro01_M014	A	M	Ses03M	2.2	impro	3
Ses03M_impro01_M015	A	M	Ses03M	4.5	impro	3
Ses03M_impro01_M017	A	M	Ses03M	2.8	impro	3
Ses03M_impro01_M019	A	M	Ses03M	3.3	impro	3
Ses03M_impro01_M023	A	M	Ses03M	8.2	impro	3
Ses03M_impro01_M028	A	M	Ses03M	2.9	impro	3
Ses03M_impro01_M029	A	M	Ses03M	2.4	impro	3
Ses03F_script01_3_F000	H	F	Ses03F	3.5	script	3
Ses03F_script01_3_F001	H	F	Ses03F	3.7	script	3
Ses03F_script01_3_F002	H	F	Ses03F	4.7	script	3
Ses03F_script01_3_F003	S	F	Ses03F	3.8	script	3
Ses03F_script01_3_F008	S	F	Ses03F	4.1	script	3
Ses03F_script01_3_F011	H	F	Ses03F	1.8	script	3
Ses03F_script01_3_F012	H	F	Ses03F	3.3	script	3
Ses03F_script01_3_F013	H	F	Ses03F	3.6	script	3
Ses03F_script01_3_F014	H	F	Ses03F	4.4	script	3
Ses03F_script01_3_F018	H	F	Ses03F	2.1	script	3
Ses03F_script01_3_F021	H	F	Ses03F	10.5	script	3
Ses03F_script01_3_F023	H	F	Ses03F	6.6	script	3
Ses03F_script01_3_F025	S	F	Ses03F	3.7	script	3
Ses03F_script01_3_F026	S	F	Ses03F	5.9	script	3
Ses03F_script01_3_F027	S	F	Ses03F	3.4	script	3
Ses03F_script01_3_F028	S	F	Ses03F	4.2	script	3
Ses03F_script01_3_F029	S	F	Ses03F	1.9	script	3
Ses03F_script01_3_F030	S	F	Ses03F	2.5	script	3
Ses03F_script01_3_F031	S	F	Ses03F	3.3	script	3
Ses03F_script01_3_F032	S	F	Ses03F	3.4	script	3
Ses03F_script01_3_F033	S	F	Ses03F	8.6	script	3
Ses03F_script01_3_F035	H	F	Ses03F	4.6	script	3
Ses03F_script01_3_M000	H	M	Ses03M	5.0	script	3
Ses03F_script01_3_M001	N	M	Ses03M	3.2	script	3
Ses03F_script01_3_M003	N	M	Ses03M	2.1	script	3
Ses03F_script01_3_M004	N	M	Ses03M	2.3	script	3
Ses03F_script01_3_M006	H	M	Ses03M	14.5	script	3
Ses03F_script01_3_M009	H	M	Ses03M	5.9	script	3
Ses03F_script01_3_M010	H	M	Ses03M	2.9	script	3
Ses03F_script01_3_M011	H	M	Ses03M	2.1	script	3
Ses03F_script01_3_M012	H	M	Ses03M	3.1	script	3
Ses03F_script01_3_M013	H	M	Ses03M	7.1	script	3
Ses03F_script01_3_M014	H	M	Ses03M	12.1	script	3
Ses03F_script01_3_M015	H	M	Ses03M	4.5	script	3
Ses03F_script01_3_M018	H	M	Ses03M	2.6	script	3
Ses03F_script01_3_M019	H	M	Ses03M	2.4	script	3
Ses03F_script01_3_M020	H	M	Ses03M	2.4	script	3
Ses03F_script01_3_M021	H	M	Ses03M	1.7	script	3
Ses03F_script01_3_M023	H	M	Ses03M	6.6	script	3
Ses03F_script01_3_M024	H	M	Ses03M	2.4	script	3
Ses03F_script01_3_M025	S	M	Ses03M	4.3	script	3
Ses03F_script01_3_M026	N	M	Ses03M	3.7	script	3
Ses03F_script01_3_M027	S	M	Ses03M	8.7	script	3
Ses03F_script01_3_M028	S	M	Ses03M	3.0	script	3
Ses03F_script01_3_M029	S	M	Ses03M	5.9	script	3
Ses03F_script01_3_M030	S	M	Ses03M	2.4	script	3
Ses03F_script01_3_M031	S	M	Ses03M	3.1	script	3
Ses03F_script01_3_M032	S	M	Ses03M	6.6	script	3
Ses03F_script01_3_M033	S	M	Ses03M	10.7	script	3
Ses03F_script01_3_M034	S	M	Ses03M	14.9	script	3
Ses03F_script01_3_M035	S	M	Ses03M	6.1	script	3
Ses03F_script01_3_M036	S	M	Ses03M	13.3	script	3
Ses03F_script01_3_M037	S	M	Ses03M	11.1	script	3
Ses03F_script01_3_M038	S	M	Ses03M	11.1	script	3
Ses03F_script01_3_M039	S	M	Ses03M	14.2	script	3
Ses03F_script01_3_M040	S	M	Ses03M	19.8	script	3
Ses03F_script01_3_M041	S	M	Ses03M	4.3	script	3
Ses03F_script01_3_M042	S	M	Ses03M	2.9	script	3
Ses03F_script01_3_M043	S	M	Ses03M	3.7	script	3
Ses03F_script01_3_M045	H	M	Ses03M	2.6	script	3
Ses03F_script01_3_M046	H	M	Ses03M	3.3	script	3
Ses03M_impro08a_F004	N	F	Ses03F	3.0	impro	3
Ses03M_impro08a_F013	A	F	Ses03F	7.6	impro	3
Ses03M_impro08a_F014	A	F	Ses03F	2.8	impro	3
Ses03M_impro08a_F015	A	F	Ses03F	5.0	impro	3
Ses03M_impro08a_F020	A	F	Ses03F	4.4	impro	3
Ses03M_impro08a_F021	A	F	Ses03F	7.7	impro	3
Ses03M_impro08a_F022	A	F	Ses03F	2.1	impro	3
Ses03M_impro08a_M000	N	M	Ses03M	4.9	impro	3
Ses03M_impro08a_M001	N	M	Ses03M	3.2	impro	3
Ses03M_impro08a_M002	N	M	Ses03M	7.8	impro	3
Ses03M_impro08a_M003	N	M	Ses03M	3.4	impro	3
Ses03M_impro08a_M004	N	M	Ses03M	5.5	impro	3
Ses03M_impro08a_M005	N	M	Ses03M	2.8	impro	3
Ses03M_impro08a_M006	N	M	Ses03M	8.9	impro	3
Ses03M_impro08a_M007	N	M	Ses03M	2.7	impro	3
Ses03M_impro08a_M008	N	M	Ses03M	4.6	impro	3
Ses03M_impro08a_M009	N	M	Ses03M	2.8	impro	3
Ses03M_impro08a_M010	N	M	Ses03M	5.7	impro	3
Ses03M_impro08a_M012	N	M	Ses03M	8.4	impro	3
Ses03M_impro08a_M013	N	M	Ses03M	6.2	impro	3
Ses03M_impro08a_M016	N	M	Ses03M	6.0	impro	3
Ses03M_impro08a_M017	N	M	Ses03M	2.2	impro	3
Ses03M_impro08a_M018	N	M	Ses03M	4.2	impro	3
Ses03M_impro08a_M019	N	M	Ses03M	9.8	impro	3
Ses03M_impro08a_M020	N	M	Ses03M	4.9	impro	3
Ses03M_impro08a_M021	N	M	Ses03M	7.3	impro	3
Ses03M_impro08a_M022	N	M	Ses03M	4.3	impro	3
Ses03M_impro08a_M023	N	M	Ses03M	4.0	impro	3
Ses03M_impro08a_M024	N	M	Ses03M	3.2	impro	3
Ses03M_impro08a_M025	N	M	Ses03M	3.7	impro	3
Ses03M_impro08a_M026	N	M	Ses03M	2.7	impro	3
Ses03M_impro08a_M027	N	M	Ses03M	7.2	impro	3
Ses03F_script03_2_F004	N	F	Ses03F	3.5	script	3
Ses03F_script03_2_F008	N	F	Ses03F	2.4	script	3
Ses03F_script03_2_F013	N	F	Ses03F	2.1	script	3
Ses03F_script03_2_F014	A	F	Ses03F	1.9	script	3
Ses03F_script03_2_F015	A	F	Ses03F	1.4	script	3
Ses03F_script03_2_F017	N	F	Ses03F	5.5	script	3
Ses03F_script03_2_F018	A	F	Ses03F	1.4	script	3
Ses03F_script03_2_F023	A	F	Ses03F	6.3	script	3
Ses03F_script03_2_F026	A	F	Ses03F	3.8	script	3
Ses03F_script03_2_F035	A	F	Ses03F	2.4	script	3
Ses03F_script03_2_F037	A	F	Ses03F	3.6	script	3
Ses03F_script03_2_F038	A	F	Ses03F	6.6	script	3
Ses03F_script03_2_F039	A	F	Ses03F	5.6	script	3
Ses03F_script03_2_F040	A	F	Ses03F	4.4	script	3
Ses03F_script03_2_F041	A	F	Ses03F	1.6	script	3
Ses03F_script03_2_F042	A	F	Ses03F	10.7	script	3
Ses03F_script03_2_F043	A	F	Ses03F	3.9	script	3
Ses03F_script03_2_M000	A	M	Ses03M	5.1	script	3
Ses03F_script03_2_M001	A	M	Ses03M	4.0	script	3
Ses03F_script03_2_M002	A	M	Ses03M	5.7	script	3
Ses03F_script03_2_M005	A	M	Ses03M	2.7	script	3
Ses03F_script03_2_M007	A	M	Ses03M	1.8	script	3
Ses03F_script03_2_M008	A	M	Ses03M	3.7	script	3
Ses03F_script03_2_M009	N	M	Ses03M	2.7	script	3
Ses03F_script03_2_M010	N	M	Ses03M	5.2	script	3
Ses03F_script03_2_M011	N	M	Ses03M	2.3	script	3
Ses03F_script03_2_M012	N	M	Ses03M	3.5	script	3
Ses03F_script03_2_M014	A	M	Ses03M	4.9	script	3
Ses03F_script03_2_M015	A	M	Ses03M	1.6	script	3
Ses03F_script03_2_M016	A	M	Ses03M	1.1	script	3
Ses03F_script03_2_M017	A	M	Ses03M	2.2	script	3
Ses03F_script03_2_M020	A	M	Ses03M	1.4	script	3
Ses03F_script03_2_M024	A	M	Ses03M	1.2	script	3
Ses03F_script03_2_M026	A	M	Ses03M	4.7	script	3
Ses03F_script03_2_M027	A	M	Ses03M	4.7	script	3
Ses03F_script03_2_M028	A	M	Ses03M	7.7	script	3
Ses03F_script03_2_M029	A	M	Ses03M	2.4	script	3
Ses03F_script03_2_M030	A	M	Ses03M	7.1	script	3
Ses03F_script03_2_M034	A	M	Ses03M	2.7	script	3
Ses03F_script03_2_M035	N	M	Ses03M	2.4	script	3
Ses03F_script03_2_M038	A	M	Ses03M	1.5	script	3
Ses03F_script03_2_M039	A	M	Ses03M	3.9	script	3
Ses03F_script03_2_M040	A	M	Ses03M	2.5	script	3
Ses03F_script03_2_M041	A	M	Ses03M	7.3	script	3
Ses03F_script03_2_M042	A	M	Ses03M	5.3	script	3
Ses03F_script03_2_M043	A	M	Ses03M	4.6	script	3
Ses03F_script03_2_M044	A	M	Ses03M	11.0	script	3
Ses03M_impro07_F000	H	F	Ses03F	2.5	impro	3
Ses03M_impro07_F001	H	F	Ses03F	2.0	impro	3
Ses03M_impro07_F006	H	F	Ses03F	6.4	impro	3
Ses03M_impro07_F007	H	F	Ses03F	2.4	impro	3
Ses03M_impro07_F008	H	F	Ses03F	2.4	impro	3
Ses03M_impro07_F009	H	F	Ses03F	6.8	impro	3
Ses03M_impro07_F010	H	F	Ses03F	1.6	impro	3
Ses03M_impro07_F011	H	F	Ses03F	4.1	impro	3
Ses03M_impro07_F012	H	F	Ses03F	1.6	impro	3
Ses03M_impro07_F013	H	F	Ses03F	8.0	impro	3
Ses03M_impro07_F014	H	F	Ses03F	2.8	impro	3
Ses03M_impro07_F016	H	F	Ses03F	3.9	impro	3
Ses03M_impro07_F017	H	F	Ses03F	4.4	impro	3
Ses03M_impro07_F018	H	F	Ses03F	3.4	impro	3
Ses03M_impro07_F019	H	F	Ses03F	2.3	impro	3
Ses03M_impro07_F023	N	F	Ses03F	3.3	impro	3
Ses03M_impro07_M002	H	M	Ses03M	4.6	impro	3
Ses03M_impro07_M003	H	M	Ses03M	3.9	impro	3
Ses03M_impro07_M004	H	M	Ses03M	1.4	impro	3
Ses03M_impro07_M005	H	M	Ses03M	1.9	impro	3
Ses03M_impro07_M006	H	M	Ses03M	2.8	impro	3
Ses03M_impro07_M007	H	M	Ses03M	0.6	impro	3
Ses03M_impro07_M008	H	M	Ses03M	3.9	impro	3
Ses03M_impro07_M009	N	M	Ses03M	1.5	impro	3
Ses03M_impro07_M010	H	M	Ses03M	1.7	impro	3
Ses03M_impro07_M011	H	M	Ses03M	3.0	impro	3
Ses03M_impro07_M013	H	M	Ses03M	8.2	impro	3
Ses03M_impro07_M014	H	M	Ses03M	6.4	impro	3
Ses03M_impro07_M015	H	M	Ses03M	4.0	impro	3
Ses03M_impro07_M016	H	M	Ses03M	1.8	impro	3
Ses03M_impro07_M017	H	M	Ses03M	3.7	impro	3
Ses03M_impro07_M018	H	M	Ses03M	7.6	impro	3
Ses03M_impro07_M019	H	M	Ses03M	1.6	impro	3
Ses03M_impro07_M020	H	M	Ses03M	5.4	impro	3
Ses03M_impro07_M022	H	M	Ses03M	3.8	impro	3
Ses03M_impro07_M023	H	M	Ses03M	5.2	impro	3
Ses03M_impro07_M024	H	M	Ses03M	2.5	impro	3
Ses03M_impro07_M025	H	M	Ses03M	8.6	impro	3
Ses03F_impro08_F000	N	F	Ses03F	1.9	impro	3
Ses03F_impro08_F001	N	F	Ses03F	1.2	impro	3
Ses03F_impro08_F002	N	F	Ses03F	5.8	impro	3
Ses03F_impro08_F003	N	F	Ses03F	4.8	impro	3
Ses03F_impro08_F004	N	F	Ses03F	3.6	impro	3
Ses03F_impro08_F005	N	F	Ses03F	6.7	impro	3
Ses03F_impro08_F006	N	F	Ses03F	2.7	impro	3
Ses03F_impro08_F007	N	F	Ses03F	2.7	impro	3
Ses03F_impro08_F008	N	F	Ses03F	4.3	impro	3
Ses03F_impro08_F009	N	F	Ses03F	6.5	impro	3
Ses03F_impro08_F010	N	F	Ses03F	10.8	impro	3
Ses03F_impro08_F011	N	F	Ses03F	2.1	impro	3
Ses03F_impro08_F012	N	F	Ses03F	5.1	impro	3
Ses03F_impro08_F013	N	F	Ses03F	1.9	impro	3
Ses03F_impro08_F014	N	F	Ses03F	4.7	impro	3
Ses03F_impro08_F015	N	F	Ses03F	3.3	impro	3
Ses03F_impro08_F016	N	F	Ses03F	2.3	impro	3
Ses03F_impro08_F020	N	F	Ses03F	1.3	impro	3
Ses03F_impro08_F021	N	F	Ses03F	0.7	impro	3
Ses03F_impro08_F022	N	F	Ses03F	2.1	impro	3
Ses03F_impro08_F023	N	F	Ses03F	3.9	impro	3
Ses03F_impro08_F024	N	F	Ses03F	2.3	impro	3
Ses03F_impro08_F025	N	F	Ses03F	1.6	impro	3
Ses03F_impro08_F026	N	F	Ses03F	1.3	impro	3
Ses03F_impro08_F027	N	F	Ses03F	8.2	impro	3
Ses03F_impro08_F028	N	F	Ses03F	4.6	impro	3
Ses03F_impro08_F029	N	F	Ses03F	2.7	impro	3
Ses03F_impro08_M000	A	M	Ses03M	4.8	impro	3
Ses03F_impro08_M006	A	M	Ses03M	5.0	impro	3
Ses03F_impro08_M007	A	M	Ses03M	1.9	impro	3
Ses03F_impro08_M008	A	M	Ses03M	5.1	impro	3
Ses03F_impro08_M009	A	M	Ses03M	2.9	impro	3
Ses03F_impro08_M010	A	M	Ses03M	3.1	impro	3
Ses03F_impro08_M011	A	M	Ses03M	4.7	impro	3
Ses03F_impro08_M012	A	M	Ses03M	1.7	impro	3
Ses03F_impro08_M014	A	M	Ses03M	3.6	impro	3
Ses03F_impro08_M015	A	M	Ses03M	4.2	impro	3
Ses03F_impro08_M021	N	M	Ses03M	2.1	impro	3
Ses03F_impro06_F000	S	F	Ses03F	3.8	impro	3
Ses03F_impro06_F001	S	F	Ses03F	3.1	impro	3
Ses03F_impro06_F002	S	F	Ses03F	4.5	impro	3
Ses03F_impro06_F003	S	F	Ses03F	5.7	impro	3
Ses03F_impro06_F004	S	F	Ses03F	3.5	impro	3
Ses03F_impro06_F005	S	F	Ses03F	8.7	impro	3
Ses03F_impro06_F006	S	F	Ses03F	3.6	impro	3
Ses03F_impro06_F007	S	F	Ses03F	2.8	impro	3
Ses03F_impro06_F008	S	F	Ses03F	2.7	impro	3
Ses03F_impro06_F009	S	F	Ses03F	3.2	impro	3
Ses03F_impro06_F010	S	F	Ses03F	10.0	impro	3
Ses03F_impro06_F011	S	F	Ses03F	4.6	impro	3
Ses03F_impro06_F012	S	F	Ses03F	3.8	impro	3
Ses03F_impro06_F013	S	F	Ses03F	5.2	impro	3
Ses03F_impro06_F014	S	F	Ses03F	6.9	impro	3
Ses03F_impro06_F015	S	F	Ses03F	4.9	impro	3
Ses03F_impro06_F016	S	F	Ses03F	4.7	impro	3
Ses03F_impro06_F017	S	F	Ses03F	2.8	impro	3
Ses03F_impro06_F018	S	F	Ses03F	3.0	impro	3
Ses03F_impro06_F019	S	F	Ses03F	3.2	impro	3
Ses03F_impro06_F020	S	F	Ses03F	9.1	impro	3
Ses03F_impro06_F021	S	F	Ses03F	5.7	impro	3
Ses03F_impro06_F022	S	F	Ses03F	4.6	impro	3
Ses03F_impro06_F023	S	F	Ses03F	5.5	impro	3
Ses03F_impro06_F024	S	F	Ses03F	3.3	impro	3
Ses03F_impro06_F025	S	F	Ses03F	9.4	impro	3
Ses03F_impro06_F026	S	F	Ses03F	5.9	impro	3
Ses03F_impro06_F027	S	F	Ses03F	3.6	impro	3
Ses03F_impro06_F028	S	F	Ses03F	4.2	impro	3
Ses03F_impro06_F029	S	F	Ses03F	7.5	impro	3
Ses03F_impro06_F030	S	F	Ses03F	2.8	impro	3
Ses03F_impro06_F031	S	F	Ses03F	4.0	impro	3
Ses03F_impro06_F032	S	F	Ses03F	1.8	impro	3
Ses03F_impro06_F033	S	F	Ses03F	4.0	impro	3
Ses03F_impro06_F034	S	F	Ses03F	5.3	impro	3
Ses03F_impro06_F035	S	F	Ses03F	2.8	impro	3
Ses03F_impro06_M000	N	M	Ses03M	2.4	impro	3
Ses03F_impro06_M001	N	M	Ses03M	3.0	impro	3
Ses03F_impro06_M002	S	M	Ses03M	6.8	impro	3
Ses03F_impro06_M003	N	M	Ses03M	3.0	impro	3
Ses03F_impro06_M004	S	M	Ses03M	3.1	impro	3
Ses03F_impro06_M005	S	M	Ses03M	4.1	impro	3
Ses03F_impro06_M006	S	M	Ses03M	2.8	impro	3
Ses03F_impro06_M007	S	M	Ses03M	3.5	impro	3
Ses03F_impro06_M008	S	M	Ses03M	2.4	impro	3
Ses03F_impro06_M009	S	M	Ses03M	3.3	impro	3
Ses03F_impro06_M010	S	M	Ses03M	2.4	impro	3
Ses03F_impro06_M011	S	M	Ses03M	5.6	impro	3
Ses03F_impro06_M012	S	M	Ses03M	3.2	impro	3
Ses03F_impro06_M013	S	M	Ses03M	2.8	impro	3
Ses03F_impro06_M014	S	M	Ses03M	3.0	impro	3
Ses03F_impro06_M015	S	M	Ses03M	2.4	impro	3
Ses03F_impro06_M016	S	M	Ses03M	3.8	impro	3
Ses03M_script01_3_F004	S	F	Ses03F	6.2	script	3
Ses03M_script01_3_F006	S	F	Ses03F	3.0	script	3
Ses03M_script01_3_F007	S	F	Ses03F	7.7	script	3
Ses03M_script01_3_F008	S	F	Ses03F	6.2	script	3
Ses03M_script01_3_F011	H	F	Ses03F	2.0	script	3
Ses03M_script01_3_F012	H	F	Ses03F	2.9	script	3
Ses03M_script01_3_F013	H	F	Ses03F	3.7	script	3
Ses03M_script01_3_F014	H	F	Ses03F	3.5	script	3
Ses03M_script01_3_F015	H	F	Ses03F	2.9	script	3
Ses03M_script01_3_F016	H	F	Ses03F	2.4	script	3
Ses03M_script01_3_F017	H	F	Ses03F	7.1	script	3
Ses03M_script01_3_F018	H	F	Ses03F	3.7	script	3
Ses03M_script01_3_F019	H	F	Ses03F	2.3	script	3
Ses03M_script01_3_F020	H	F	Ses03F	6.5	script	3
Ses03M_script01_3_F021	H	F	Ses03F	4.0	script	3
Ses03M_script01_3_F029	S	F	Ses03F	2.2	script	3
Ses03M_script01_3_F030	S	F	Ses03F	2.3	script	3
Ses03M_script01_3_F031	S	F	Ses03F	3.4	script	3
Ses03M_script01_3_F033	S	F	Ses03F	12.8	script	3
Ses03M_script01_3_F034	H	F	Ses03F	3.9	script	3
Ses03M_script01_3_M001	N	M	Ses03M	3.3	script	3
Ses03M_script01_3_M004	N	M	Ses03M	2.3	script	3
Ses03M_script01_3_M008	H	M	Ses03M	5.8	script	3
Ses03M_script01_3_M010	H	M	Ses03M	2.4	script	3
Ses03M_script01_3_M016	H	M	Ses03M	2.7	script	3
Ses03M_script01_3_M018	H	M	Ses03M	6.1	script	3
Ses03M_script01_3_M019	H	M	Ses03M	7.4	script	3
Ses03M_script01_3_M021	H	M	Ses03M	6.0	script	3
Ses03M_script01_3_M023	S	M	Ses03M	6.9	script	3
Ses03M_script01_3_M027	S	M	Ses03M	5.5	script	3
Ses03M_script01_3_M028	S	M	Ses03M	2.7	script	3
Ses03M_script01_3_M029	S	M	Ses03M	2.5	script	3
Ses03M_script01_3_M030	S	M	Ses03M	5.6	script	3
Ses03M_script01_3_M031	S	M	Ses03M	11.9	script	3
Ses03M_script01_3_M032	S	M	Ses03M	10.1	script	3
Ses03M_script01_3_M033	S	M	Ses03M	11.7	script	3
Ses03M_script01_3_M034	S	M	Ses03M	7.8	script	3
Ses03M_script01_3_M035	S	M	Ses03M	10.8	script	3
Ses03M_script01_3_M036	S	M	Ses03M	12.7	script	3
Ses03M_script01_3_M037	S	M	Ses03M	11.9	script	3
Ses03M_script01_3_M038	S	M	Ses03M	9.7	script	3
Ses03M_script01_3_M039	S	M	Ses03M	6.3	script	3
Ses03M_script01_3_M040	S	M	Ses03M	12.4	script	3
Ses03M_script01_3_M041	S	M	Ses03M	4.8	script	3
Ses03M_script01_3_M042	S	M	Ses03M	6.9	script	3
Ses03M_script01_3_M045	H	M	Ses03M	3.6	script	3
Ses03M_script01_3_M046	H	M	Ses03M	2.0	script	3
Ses03F_impro01_F002	N	F	Ses03F	1.9	impro	3
Ses03F_impro01_M001	N	M	Ses03M	4.2	impro	3
Ses03F_impro01_M002	N	M	Ses03M	7.7	impro	3
Ses03F_impro01_M003	N	M	Ses03M	1.3	impro	3
Ses03F_impro01_M004	N	M	Ses03M	2.4	impro	3
Ses03F_impro01_M005	N	M	Ses03M	1.6	impro	3
Ses03M_script03_2_F000	N	F	Ses03F	3.3	script	3
Ses03M_script03_2_F001	A	F	Ses03F	3.1	script	3
Ses03M_script03_2_F003	N	F	Ses03F	4.4	script	3
Ses03M_script03_2_F004	N	F	Ses03F	3.3	script	3
Ses03M_script03_2_F006	N	F	Ses03F	4.4	script	3
Ses03M_script03_2_F010	A	F	Ses03F	3.7	script	3
Ses03M_script03_2_F011	A	F	Ses03F	4.5	script	3
Ses03M_script03_2_F012	N	F	Ses03F	3.1	script	3
Ses03M_script03_2_F014	A	F	Ses03F	1.7	script	3
Ses03M_script03_2_F016	N	F	Ses03F	4.0	script	3
Ses03M_script03_2_F017	N	F	Ses03F	5.5	script	3
Ses03M_script03_2_F024	A	F	Ses03F	2.6	script	3
Ses03M_script03_2_F025	A	F	Ses03F	1.8	script	3
Ses03M_script03_2_F028	A	F	Ses03F	2.3	script	3
Ses03M_script03_2_F029	A	F	Ses03F	4.0	script	3
Ses03M_script03_2_F030	A	F	Ses03F	1.7	script	3
Ses03M_script03_2_F031	A	F	Ses03F	6.8	script	3
Ses03M_script03_2_F032	A	F	Ses03F	1.9	script	3
Ses03M_script03_2_F033	A	F	Ses03F	4.3	script	3
Ses03M_script03_2_F036	N	F	Ses03F	2.1	script	3
Ses03M_script03_2_F038	A	F	Ses03F	6.2	script	3
Ses03M_script03_2_F039	A	F	Ses03F	4.7	script	3
Ses03M_script03_2_F040	A	F	Ses03F	3.7	script	3
Ses03M_script03_2_F041	A	F	Ses03F	9.8	script	3
Ses03M_script03_2_F042	A	F	Ses03F	7.0	script	3
Ses03M_script03_2_F043	A	F	Ses03F	4.2	script	3
Ses03M_script03_2_F044	A	F	Ses03F	14.1	script	3
Ses03M_script03_2_F045	A	F	Ses03F	5.0	script	3
Ses03M_script03_2_M000	N	M	Ses03M	5.9	script	3
Ses03M_script03_2_M003	A	M	Ses03M	3.6	script	3
Ses03M_script03_2_M004	A	M	Ses03M	3.1	script	3
Ses03M_script03_2_M005	A	M	Ses03M	3.9	script	3
Ses03M_script03_2_M006	A	M	Ses03M	2.7	script	3
Ses03M_script03_2_M007	A	M	Ses03M	3.1	script	3
Ses03M_script03_2_M008	A	M	Ses03M	2.9	script	3
Ses03M_script03_2_M009	N	M	Ses03M	1.9	script	3
Ses03M_script03_2_M010	N	M	Ses03M	2.3	script	3
Ses03M_script03_2_M011	A	M	Ses03M	4.2	script	3
Ses03M_script03_2_M012	A	M	Ses03M	5.2	script	3
Ses03M_script03_2_M014	A	M	Ses03M	5.0	script	3
Ses03M_script03_2_M019	N	M	Ses03M	3.2	script	3
Ses03M_script03_2_M020	N	M	Ses03M	2.1	script	3
Ses03M_script03_2_M021	N	M	Ses03M	2.7	script	3
Ses03M_script03_2_M029	A	M	Ses03M	2.4	script	3
Ses03M_script03_2_M030	A	M	Ses03M	9.1	script	3
Ses03M_script03_2_M031	A	M	Ses03M	8.5	script	3
Ses03M_script03_2_M032	A	M	Ses03M	5.4	script	3
Ses03M_script03_2_M033	A	M	Ses03M	4.3	script	3
Ses03M_script03_2_M034	A	M	Ses03M	2.7	script	3
Ses03M_script03_2_M038	A	M	Ses03M	2.7	script	3
Ses03M_script03_2_M039	A	M	Ses03M	4.0	script	3
Ses03M_script03_2_M040	A	M	Ses03M	4.0	script	3
Ses03M_script03_2_M041	A	M	Ses03M	2.9	script	3
Ses03M_script03_2_M042	A	M	Ses03M	11.3	script	3
Ses03M_script03_2_M043	A	M	Ses03M	3.1	script	3
Ses03M_script03_2_M044	A	M	Ses03M	2.0	script	3
Ses03M_script03_2_M045	A	M	Ses03M	12.1	script	3
Ses03M_script03_2_M046	A	M	Ses03M	1.8	script	3
Ses03M_impro05a_F000	N	F	Ses03F	1.8	impro	3
Ses03M_impro05a_F001	N	F	Ses03F	3.4	impro	3
Ses03M_impro05a_F002	N	F	Ses03F	4.9	impro	3
Ses03M_impro05a_F005	N	F	Ses03F	1.7	impro	3
Ses03M_impro05a_F007	N	F	Ses03F	4.5	impro	3
Ses03M_impro05a_F008	N	F	Ses03F	2.5	impro	3
Ses03M_impro05a_F009	N	F	Ses03F	2.8	impro	3
Ses03M_impro05a_F011	N	F	Ses03F	1.8	impro	3
Ses03M_impro05a_F012	N	F	Ses03F	6.6	impro	3
Ses03M_impro05a_F014	N	F	Ses03F	1.2	impro	3
Ses03M_impro05a_F016	N	F	Ses03F	6.1	impro	3
Ses03M_impro05a_F018	A	F	Ses03F	3.9	impro	3
Ses03M_impro05a_F021	N	F	Ses03F	1.3	impro	3
Ses03M_impro05a_F023	N	F	Ses03F	4.4	impro	3
Ses03M_impro05a_F024	N	F	Ses03F	1.4	impro	3
Ses03M_impro05a_F025	N	F	Ses03F	2.5	impro	3
Ses03M_impro05a_F028	A	F	Ses03F	1.3	impro	3
Ses03M_impro05a_M000	A	M	Ses03M	4.5	impro	3
Ses03M_impro05a_M001	A	M	Ses03M	3.9	impro	3
Ses03M_impro05a_M002	A	M	Ses03M	3.3	impro	3
Ses03M_impro05a_M003	A	M	Ses03M	1.7	impro	3
Ses03M_impro05a_M004	A	M	Ses03M	1.1	impro	3
Ses03M_impro05a_M005	A	M	Ses03M	1.1	impro	3
Ses03M_impro05a_M006	A	M	Ses03M	2.1	impro	3
Ses03M_impro05a_M007	A	M	Ses03M	1.9	impro	3
Ses03M_impro05a_M010	A	M	Ses03M	2.0	impro	3
